formula,image
"M _ { j } = M | j | , \qquad \alpha _ { j } = ( - 1 ) ^ { j } .",57d779b868.png
Q _ { R R } \ = \ \int _ { D } B _ { D } + \frac { 1 } { 2 } c _ { 1 } ( T D ) \ = \ \frac { \Phi } { 2 \pi } + \frac { 1 } { 2 } c _ { 1 } ( T D ) \ \ .,4281ab26c3.png
"f _ { x } ^ { a i j } = - 2 L ^ { \tilde { I } a } \partial _ { x } L _ { \tilde { I } } ^ { i j } ,",303d7e801d.png
\omega _ { l } = \sqrt { ( l \pi / a ) ^ { 2 } + k _ { \| } ^ { 2 } } .,1ee90ccada.png
U _ { - a } \equiv \Sigma _ { + } ( U _ { + a } ) .,e249056fd5.png
"\hat { \mu } = \{ \mu _ { 1 } \operatorname { s i n } \phi _ { 1 } , \mu _ { 1 } \operatorname { c o s } \phi _ { 1 } , \mu _ { 2 } \operatorname { s i n } \phi _ { 2 } , \mu _ { 2 } \operatorname { c o s } \phi _ { 2 } , \mu _ { 3 } \operatorname { s i n h } \phi _ { 3 } , \mu _ { 3 } \operatorname { c o s h } \phi _ { 3 } \} .",7c1f2fe45b.png
"\operatorname* { d e t } ( G ) = \xi ^ { 2 } , \qquad \theta \sqrt { \operatorname* { d e t } ( G ) } = - ( 2 \pi \alpha ^ { \prime } ) ^ { 2 } B .",6d3482b183.png
\lambda = d ^ { \alpha } C _ { \alpha } + \bar { d ^ { \dot { \alpha } } } \bar { E _ { \dot { \alpha } } } + \Pi ^ { m } B _ { m } + \partial \rho F + \partial \theta ^ { \alpha } B _ { \alpha } + \partial { \bar { \theta } } ^ { \dot { \alpha } } { \bar { H } } _ { \dot { \alpha } } .,400acd7cf0.png
"Y _ { A } ~ \equiv ~ 1 ~ - ~ | { \cal Y } ^ { I _ { A } } | ^ { 2 } ~ + ~ \frac 1 2 | ( { \cal Y } ^ { I _ { A } } ) ^ { 2 } | ^ { 2 } ~ ,",322733182c.png
\operatorname* { l i m } _ { z \to - \infty } u _ { 2 } ( z ) = - \frac { \nu _ { 2 } } { 2 \nu _ { + } } + \frac { \mu _ { 2 } } { 2 } \left( 1 - \frac { \nu _ { 1 - } } { \nu _ { 1 + } } \right),51506d5eb3.png
"\langle X ^ { \mu } ( z ) X ^ { \nu } ( w ) \rangle = 2 G ^ { \mu \nu } \mathrm { l n } | z - w | ^ { 2 } + \dots ~ ,",7b9a814352.png
\left( \sum _ { I = 0 } ^ { K } \alpha _ { I } ^ { m } ( \varphi ^ { I } ) ^ { 2 } \right) \left( \sum _ { I = 0 } ^ { K } \alpha _ { J } ^ { n } ( \varphi ^ { J } ) ^ { 2 } \right) \left( \sum _ { I = 0 } ^ { K } \alpha _ { L } ^ { p } ( \varphi ^ { L } ) ^ { 2 } \right),57a7965311.png
"( Q , \theta ) ( P , \varphi ) ( Q , \theta ) ^ { - 1 } = ( Q P Q ^ { - 1 } , \theta + Q \varphi - Q P Q ^ { - 1 } \theta )",2eb7ff20df.png
"S = \Theta \cdot \Theta _ { 0 } , \quad S = J \cdot J _ { 0 }",65312898e7.png
"D _ { \alpha } ^ { a } \Phi = 0 \ \ \ \Rightarrow \ \ \, P h i = \Phi ( x ^ { \pm \alpha } , \theta ^ { \pm a } , u )",37931c240f.png
"\Lambda _ { J } ( x _ { 0 } , \rho _ { 0 } ) = \int d ^ { 4 } x K _ { 7 / 2 } ^ { \mathrm { F } } ( \rho _ { 0 } , x _ { 0 } ; x ) J _ { \Lambda } ( x ) \, ,",77b9ad7282.png
\tilde { f } _ { 2 } = \operatorname { e x p } \big [ - ( \alpha / 2 \pi ) \operatorname { l n } ( q ^ { 2 } / p _ { 1 } ^ { 2 } ) \operatorname { l n } ( q ^ { 2 } / p _ { 2 } ^ { 2 } ) \big ] .,675cf34722.png
\left( \frac { d t } { d r } \right) ^ { 2 } - \left( \frac { d x _ { 5 } } { d r } \right) ^ { 2 } = 1 .,71a31f28f0.png
"{ \cal I } _ { n } = T r ( \Phi ^ { n } ) , ( n = 1 , \ldots )",32c379c91f.png
h _ { a } ( u ) = - \frac { \operatorname { s i n } \gamma \operatorname { s i n } ( ( a - 1 ) \gamma + 2 u ) } { \operatorname { s i n } ( ( a - 1 ) \gamma ) \operatorname { s i n } ( \gamma - 2 u ) } \; .,dd43283dbd.png
\frac { 1 } { 2 } \Gamma ^ { - } \Gamma ^ { + } \Theta = \Theta,61e02ceacf.png
W _ { \nu } : = \frac { 1 } { 2 } \epsilon _ { \rho \sigma \mu \nu } P ^ { \rho } M ^ { \sigma \mu } .,4366e59ce0.png
"n = 0 , 1 , 2 , \ldots , \quad 0 \leq \lambda < \infty , \quad \eta _ { n 0 } = \left\{ \begin{array} { l l } { \frac { { \displaystyle 1 } } { { \displaystyle \sqrt 2 } } , \quad n = 0 , } \\ { 1 , \quad n = 1 , 2 , \ldots \, . } \\ \end{array} \right.",2ce4f4ac5c.png
\hat { \phi } ( x ) { \hat { \phi } } ^ { \dag } ( y ) \stackrel { x \rightarrow - x } { \longrightarrow } \hat { \phi } ^ { \dag } ( - y ) \hat { \phi } ( - x ) = \hat { \phi } ^ { \dag } ( y ) \hat { \phi } ( x ),512163165d.png
"M _ { N } \leq M _ { N N } \, , \quad m \leq m ^ { \ast }",2f68a4833d.png
"a ( { \bf x } ) = \frac { 1 } { 2 \pi } \operatorname { t a n } ^ { - 1 } \left( \frac { x _ { 2 } } { x _ { 1 } } \right) ,",4939481959.png
"R = \frac { d ( d - 1 ) k } { a ^ { 2 } } ,",424b8ea6d2.png
"\mathcal { U } ( x ) \rightarrow g _ { L } \ \mathcal { U } ( x ) \qquad \mathcal { U } ( x ) \rightarrow \mathcal { U } ( x ) \ g _ { R } ,",6059f3359b.png
"| | q _ { 0 } | - q | \leq O \{ g ^ { 2 } T \operatorname { l n } ( g ^ { - 1 } ) \} \, .",63492f2baf.png
\langle \mathrm { B P S } _ { 1 / 2 } ^ { ( m ) } ( 1 ) \; \mathrm { B P S } _ { 1 / 2 } ^ { ( n ) } ( 2 ) \; \mathrm { B P S } ( 3 ) \rangle =,64f55c971d.png
"\left\{ \begin{array} { l } { \psi ^ { \prime \prime } = e ^ { i \alpha \gamma _ { 5 } } \psi ^ { \prime } , } \\ { \bar { \psi ^ { \prime \prime } } = \bar { \psi ^ { \prime } } e ^ { i \alpha \gamma _ { 5 } } , } \\ { \chi ^ { \prime \prime } = \chi ^ { \prime } - \alpha , } \\ \end{array} \right.",16945d47d6.png
\chi ( I \times { } ^ { ( 2 ) } \Sigma ) = \chi ( { } ^ { ( 2 ) } \Sigma ) .,7fc518920f.png
\bar { \cal L } _ { f } ~ = ~ - { \frac { 1 } { 2 } } i h \psi _ { f } ^ { \dagger } v _ { \alpha } ^ { \mu } \sigma ^ { \alpha } \stackrel { \sim } { \nabla } _ { \mu } \psi _ { f } + c o n j .,535fbb0865.png
V = \alpha \frac { 1 } { \sqrt { x ^ { 2 } + y ^ { 2 } + z ^ { 2 } } } + \beta \frac { z } { \sqrt { x ^ { 2 } + y ^ { 2 } + z ^ { 2 } } } \frac { 1 } { x ^ { 2 } + y ^ { 2 } } + \gamma \frac { 1 } { x ^ { 2 } + y ^ { 2 } },4a2595b8a3.png
"d ^ { I } \equiv c _ { I } ^ { p } \, { \mathbf Y } _ { p + q } \circ \big ( \prod _ { i \in I } \partial _ { i } \big ) : \Omega _ { ( Y ) } ^ { p } ( { \cal M } ) \rightarrow \Omega _ { ( Y ) } ^ { p + q } ( { \cal M } )",29209ce38f.png
"\phi = - \frac { \sqrt { 2 } } { \beta } \operatorname { l n } \frac { \tau _ { + } } { \tau _ { - } } \, ,",67ce71f664.png
"\lambda = { \frac { 2 m + 1 } { 2 } } , \; m \in { \bf Z } , \qquad r \; \mathrm { e v e n } .",42207439bd.png
"{ \frac { m } { 2 } } \left[ \mathrm { T r } \left( \Phi ^ { 2 } \right) - \mathrm { T r } \left( { \widetilde \Phi } ^ { 2 } \right) \right] ~ ,",4bdf6fd523.png
\prod _ { \mu = 0 } ^ { p } \int [ d \delta { \bf X } _ { 0 } ] = V _ { p + 1 } \quad .,2558836d73.png
Y _ { I J K } = e ^ { { \hat { K } } / 2 } { \tilde { Y } } _ { I J K } .,7ede751ee6.png
"\begin{array} { l l l } { \{ a , b \} = - a b , } & { \{ b , d \} = - b d , } & { \{ c , b \} = 0 , } \\ { \{ a , c \} = - a c , } & { \{ c , d \} = - c d , } & { \{ a , d \} = - 2 b c . } \\ \end{array}",49e3878278.png
U _ { 1 } ( \omega ) = \omega ^ { - 2 } \left( D _ { + } V _ { 1 } ( \omega ) - \sqrt { 2 } e \phi V _ { 2 } ( \omega ) \right) .,5a845e507b.png
"\eta ^ { i j } = \left\{ \begin{array} { l l } { { \frac { ( k - 1 ) } { k } } } & { i f i = j , } \\ { { - { \frac { 1 } { k } } } } & { i f i \not = j . } \\ \end{array} \right.",248f74029b.png
"\delta { x ^ { m } } = \{ x ^ { m } , \epsilon ( x , p ) \} , \; \delta { p _ { m } } = \{ p _ { m } , \epsilon ( x , p ) \} , \; \delta \l = - 2 \, a ( x , p ) \, H ( x , p )",7de6e896b0.png
"\Omega _ { \mu + } { } ^ { a b } = - 2 l ^ { [ a } { \cal A } ^ { b ] } { } _ { \mu } \ , \hspace { 1 t r u e c m } \Omega _ { \mu - } { } ^ { a b } = { \cal A } ^ { a b } l _ { \mu } \ ,",29fe7098de.png
"{ \hat { G } } \Psi _ { E } \equiv ( - d _ { x } ^ { 2 } + ( p _ { y } - q A ) ^ { 2 } ) \Psi _ { E } = E \Psi _ { E } ,",76f29a8c83.png
"g ( i , j , l , m ) = \Gamma ( 1 + i ) \Gamma ( 1 + j ) \Gamma ( 1 + l ) \Gamma ( 1 + m ) .",3e9223ce01.png
\langle W \rangle = \operatorname { e x p } [ - \rho A ( 1 - \operatorname { c o s } ( 2 \pi / 3 ) ) ] = \operatorname { e x p } ( - 3 \rho A / 2 ) .,68a6dede6e.png
\mathrm { \boldmath ~ B ~ } = \mathrm { \boldmath ~ R \times ~ E ~ } / R .,5d6dbe1385.png
{ \bf I _ { 4 } } = \left( \begin{array} { l l } { 1 } & { 1 } \\ { 1 } & { 1 } \\ \end{array} \right) .,2b165ee0d7.png
\sum _ { j = 2 } ^ { 4 } \alpha _ { j } ( 2 n _ { j } - 1 ) = 0 ( \pi ) \bmod 2 \pi,200d6fbd5e.png
A _ { S T } = 4 \left[ ( \hat { R } _ { 0 } - \hat { R } _ { \zeta } ) \hat { \mu } + \frac { 1 } { 2 } ( \zeta - \zeta _ { 0 } ) \Delta _ { \zeta } \hat { \mu } \right],13248ed12c.png
"R _ { a } ( \beta ) L _ { \bar { b } } ( \beta ^ { \prime } ) = U ( \beta - \beta ^ { \prime } ) L _ { \bar { b } } ( \beta ^ { \prime } ) R _ { a } ( \beta ) ,",2ad791e92d.png
"n ^ { A } = \partial ^ { A } \xi ~ | _ { \xi = 0 } ~ ,",1789a32f6e.png
"{ \cal L } _ { H } g = 0 \rightarrow \{ Q , { \tilde { Q } } \} _ { 1 } = 0 .",4a760f66e1.png
t _ { i } ^ { c } = \frac { 1 } { 4 i } f _ { i j k } \gamma _ { j } \gamma _ { k },618658628c.png
U ( 1 ) \times U ( 1 ) \longrightarrow S U ( 2 ) \times S U ( 2 ) .,3c7d44db00.png
"\Delta _ { w } = - \partial _ { j } \partial _ { j } + 2 e ^ { 2 } | \phi | ^ { 2 } \, .",5a7f51cd39.png
"< h | O ( { \bf R } , { \bf r } ) | 0 > = \chi ( { \bf R } ) \psi ( { \bf r } )",3f9bc837fb.png
N ( \omega ) = \frac { | \omega ^ { \prime } ( k _ { - } ) v _ { g } ( k _ { - } ) c _ { - } ^ { 2 } ( \omega ) | } { | \omega ^ { \prime } ( k _ { + s } ) v _ { g } ( k _ { + s } ) c _ { + s } ^ { 2 } ( \omega ) | } .,51b826dcf5.png
C _ { 4 } = \int X \psi _ { 4 } ^ { \star } d \tau = \int s n ^ { 2 } [ b ( k ) \tau ] X d \tau - \int X d \tau \frac { \triangle _ { 1 } + \triangle _ { 2 } } { 3 k ^ { 2 } },34d5b2951a.png
"\{ \psi ( \vec { x } ) , J \} = \epsilon _ { i j } x _ { i } \partial _ { j } \psi ( \vec { x } )",5395b368f8.png
"Z = \int D \bar { \Psi } ~ D \Psi ~ D \bar { d } ~ D d ~ e ^ { - S } ,",791146ccb8.png
"\alpha = \alpha _ { 1 } + \alpha _ { 2 } = \operatorname { a r c t a n } \left( \frac { S _ { 1 } } k \right) + \operatorname { a r c t a n } \left( \frac { S _ { 2 } } k \right) - \pi \, \ \ .",46599caddc.png
"W _ { 0 } = \int d ^ { 4 } x \, { \frac { 3 g } { 1 2 8 \pi ^ { 2 } } } \zeta _ { R } ( 5 ) \beta ^ { - 4 }",a59e287bb8.png
( T _ { a } ) _ { b c } \equiv \frac { 1 } { 2 } ( D _ { a b c } - i F _ { a b c } ),33a3a429e5.png
{ \cal R } _ { 1 2 } T _ { 1 } Z _ { 1 2 } T _ { 2 } Z _ { 1 2 } ^ { - 1 } = Z _ { 2 1 } ^ { - 1 } T _ { 2 } Z _ { 2 1 } T _ { 1 } { \cal R } _ { 1 2 },20650941a6.png
"\hat { c } ( ( E _ { 8 } ) _ { \hat { x } = 6 } , \lambda = 6 ) = \frac { 1 0 } { 3 } - \frac { 6 8 } { 3 \sqrt { 1 4 7 1 } } \approx 2 . 7 4 2 3",24e9bdf8a3.png
"\Pi _ { \alpha } ~ \equiv ~ \Pi ( \Sigma \overline { { \Sigma } } \, e ^ { - K / 3 } f ^ { \alpha } ) \, ,",6ef929e9b2.png
"\rho _ { 2 } = \frac { 1 } { 8 G _ { 5 } } \bar { \gamma } \gamma _ { \mu \nu \rho \lambda } \tilde { \cal H } ^ { \mu \nu } \tilde { \cal H } ^ { \rho \lambda } ,",50b0e339b0.png
"\frac { d ^ { 2 } \xi ^ { 0 } } { d t ^ { 2 } } = - R _ { a z b } ^ { 0 } \frac { d \xi ^ { a } } { d t } S ^ { z b } ,",7224d2e259.png
"X ^ { n m } = \left\{ \Phi ^ { ( n ) } , \Psi ^ { ( m ) } \right\} .",7b19060365.png
\Delta \equiv 4 \left( b ^ { 2 } - \frac { 2 } { 3 } \right) .,2b905c5c51.png
k _ { \beta \alpha } = \mathrm { s d e t } \left[ \begin{array} { c c } { \partial _ { z } F _ { \beta \alpha } } & { \partial _ { z } \Psi _ { \beta \alpha } } \\ { \partial _ { \theta } F _ { \beta \alpha } } & { \partial _ { \theta } \Psi _ { \beta \alpha } } \\ \end{array} \right] .,6670dc653e.png
"\sum _ { c = 1 , 2 } \Gamma _ { \phi ^ { - } } ^ { b c } ( p ) [ \delta ^ { c a } - L ^ { c a } ( p ) G { ( - 1 ) } ^ { a + 1 } ] = i \frac { G } { 2 } \delta ^ { b a } { ( - 1 ) } ^ { ( a + 1 ) } , \ \ b , a = 1 , 2 ,",649b5503f2.png
a _ { i j } = \left( \begin{array} { c c } { 2 } & { - 2 } \\ { - 2 } & { 2 } \\ \end{array} \right),6c9d830744.png
\forall x : \phi ( g x ) = \frac { \chi _ { \rho } ( g _ { A } ) } { d _ { \rho } } \phi ( x ) .,8bcd8dc3de.png
Z [ T ] = \sum _ { s } < s \vert \mathrm { ~ e } ^ { - H / T } { \cal P } \vert s >,6f0016657d.png
"L = { \frac { \pi \eta } { 2 T } } \sum _ { n \neq 0 , 1 } | n | \dot { z } _ { n } \dot { \bar { z } } _ { n } - { \frac { 2 \pi \lambda ^ { 2 } R } { T } } \sum _ { n \neq 0 , 1 } \bar { z } _ { n } z _ { n } \ .",671a2f0850.png
"d _ { t } = e ^ { - t f } d e ^ { t f } \quad , \quad d _ { t } ^ { \ast } = e ^ { t f } d ^ { \ast } e ^ { - t f } \ \ .",223218925f.png
U _ { \mu } ^ { - 1 } p _ { \nu } U _ { \mu } = ( 1 - 2 \delta _ { \mu \nu } ) p _ { \nu } .,10badf49c5.png
"{ \mathbf Z } _ { N } = \{ 1 , \theta , { \theta } ^ { 2 } , \dots , { \theta } ^ { N - 1 } \} .",67cf620c8b.png
3 \dot { H } + 3 H ^ { 2 } = - \frac { \nabla ^ { 2 } p } { \rho + p } - R _ { 0 0 } .,2525d39aec.png
\int _ { D _ { 1 } ^ { \prime } } C = { \frac { 2 \pi \mu _ { 1 } } { t _ { 1 } } } \ .,7fe69bb52e.png
H = { \frac { 1 } { 2 } } [ { p } ^ { 2 } + { \frac { w ^ { 2 } } { v ^ { 2 } } } + B v ] ( 2 L ) \; .,37764b3a12.png
"S _ { 4 } ^ { 4 , 4 i } = - 4 \left[ \vec { E } \times \vec { H } \right] _ { i } .",8e88a0e2a6.png
e ^ { + p } = \sqrt { \rho ^ { + + } } G ^ { p q } d { \tilde { \eta } } ^ { q },4efc5e9a1e.png
\psi \rightarrow \psi,3041e9cc50.png
"\rho _ { \mathrm { N } } ^ { \mathrm { t o t } } \equiv \rho _ { \mathrm { t o t } , + } + \mathrm { N } \cdot { \rho } _ { \mathrm { t o t } , - } ,",c6393b318f.png
d \sigma ^ { 2 } = d r ^ { 2 } + \operatorname { s i n h } ^ { 2 } r \ d \theta ^ { 2 } .,9a6563f81e.png
W _ { \mathrm { e x a c t } } = \sum _ { p = 1 } ^ { n + 1 } g _ { 2 p } \langle u _ { 2 p } \rangle .,279504e8fb.png
"L = \dot { u } ^ { I } g _ { I J } ( u ) \dot { u } ^ { J } - V ( u ) ; u ^ { I } = \{ X ( t ) , q ^ { m } ( t ) \}",78c521903d.png
"V _ { \mathrm { e x t r a } } = \hbar ^ { 2 } \frac { l _ { \mathrm { e x t r a } } ^ { 2 } } { 2 m \vec { u } ^ { 2 } } ,",3fa7b7615d.png
\omega \bar { q } ^ { 2 } = \sum _ { \rho \in \Delta _ { + } } g _ { \rho } { \frac { \rho \cdot \! \bar { q } } { ( \rho \cdot \! \bar { q } ) } } = \sum _ { \rho \in \Delta _ { + } } g _ { \rho } .,5a0754443d.png
E = - 2 \pi \left( \mu ^ { 2 } r ^ { 2 } - \frac { 1 } { 2 } \right) v ^ { 2 } + \frac { 2 } { 3 } \cdot 2 \pi \lambda r ^ { 2 } v ^ { 4 } .,5e6505a144.png
u _ { \alpha } ^ { ( 2 ) } ( 3 ) \frac { \partial \varphi ^ { ( 0 ) } } { \partial Q _ { \alpha } } = 4 \vec { q } ^ { 2 } \not = 0 .,208bf63fb4.png
"A _ { \sc s } ^ { 2 } \simeq \frac { 1 } { 7 5 \pi ^ { 2 } } \bigg ( \frac { 1 } { M _ { P l } ^ { 2 } \sqrt { 1 + 4 \alpha \Lambda _ { b } / 3 M ^ { 5 } } } \bigg ) ^ { 3 } { \frac { V ^ { 3 } } { V ^ { \prime 2 } } } \left. \left[ 1 + \frac { V } { 2 \Lambda _ { 2 } ^ { + } } \right] ^ { 3 } \right| _ { k = a H } \, .",30f5b99e99.png
\beta = - 1 \quad \mathrm { ~ f o r ~ } \quad \alpha _ { + } - \alpha _ { - } = 0 \; .,1810fae290.png
"\Sigma _ { \mathrm { e x t } } = \displaystyle { \int } d ^ { 3 } x \sum _ { \Phi = A _ { \mu } ^ { a } , \, c ^ { a } } \Phi ^ { * } s \Phi \, .",28f88a792e.png
"y ^ { r } + a _ { 1 } y ^ { r - 1 } + \cdots + a _ { r - 1 } y + a _ { r } = 0 ,",23f9b503a9.png
"H = \frac { \varphi - 1 } { 2 } , \; \; \; \; \omega _ { 0 } = 1 - \varphi ^ { - 1 } .",2c7c245627.png
\hat { G } _ { ( 2 n ) } ^ { \pm } = d \hat { C } _ { ( 2 n ) } ^ { \pm },786fbc57b4.png
"V _ { \mu \nu \rho } ( 0 , x , y ) = \frac { f ^ { 2 } } { 6 4 \pi ^ { 2 } } \, B _ { \mu \nu \rho } ( 0 , x , y ) \, .",594f8b97ae.png
"A _ { n } ( { \bf x } , t ) = ( 4 \pi t ) ^ { d / 2 } \int d \mu ( k ) \, \mathrm { t r } [ K _ { 0 } ( k , { \bf x , }",1a9c81ca0f.png
"Z = \int { \cal D } [ g _ { \alpha \beta } , X ^ { a } ] e ^ { - S ( g , X ) } .",79b71c781d.png
"N ^ { 2 } = 1 \oplus 3 \oplus \cdots \oplus ( 2 N - 1 ) \; ,",69157f7a9b.png
"Z _ { m } ^ { a \ [ k ] } \ = \ { \frac { \partial v _ { m } ^ { \mathrm { c l } \ a } } { \partial \gamma ^ { [ k ] } } } \ + \ { \cal D } _ { m } ^ { \mathrm { c l } } \Lambda ^ { a } \ ,",1e84bcb8f7.png
\int _ { C _ { 2 } } B + i J = { \frac { \int _ { \gamma } \Omega } { \int _ { \gamma _ { 0 } } \Omega } },450acc69a4.png
"S ^ { ( 2 ) } \simeq \frac K 2 \, 4 l n 2 \, \langle \Psi _ { g } | Q | \Psi \rangle ( 2 \pi ) ^ { 2 6 } \int d ^ { 2 6 } k \, d ^ { 2 6 } k ^ { \prime } \, T ( - k ) T ( k ) [ k ^ { 2 } - 1 ] .",39a8efe865.png
\mathrm { d i l o g } ( x ) = \int _ { 1 } ^ { x } { \frac { \operatorname { l n } { t } } { 1 - t } } d t,59186e8e62.png
"d s _ { \mathrm { h y p e r } } ^ { 2 } = d D ^ { 2 } + D ^ { 2 } \sigma _ { 1 } ^ { 2 } + D ^ { 2 } \sigma _ { 2 } ^ { 2 } + D \operatorname { t a n h } D \, \check { \sigma } _ { 1 } ^ { 2 } + D \operatorname { c o t h } D \, \check { \sigma } _ { 2 } ^ { 2 } + \check { \sigma } _ { 3 } ^ { 2 } .",4fc7f6a6fc.png
"\left\langle \Phi _ { f 1 } \left( k \right) \right| S _ { f } \left| \Phi _ { f 1 } \left( k \right) \right\rangle = \frac \mu { \left| \mu \right| } \; \, .",1f2313e744.png
"\Gamma ^ { 0 } = i \sigma ^ { 2 } \otimes { \bf 1 } _ { 1 6 } ~ , ~ ~ ~ \Gamma ^ { 9 } = \sigma ^ { 3 } \otimes { \bf 1 } _ { 1 6 } ~ , ~ ~ ~ \Gamma ^ { i } = \sigma ^ { 1 } \otimes \gamma ^ { i } ~ ,",2857d865b6.png
"\tau _ { \mathrm { e q } } = S _ { \mathrm { e q } } / h _ { \mathrm { K S } } \, .",19bf73f38e.png
u \rightarrow - \frac { 1 } { 2 } u,2834ec4422.png
"m _ { \mathrm { f , s i n g l e t } } = \frac { \gamma } { k } t ^ { - ( 1 + \gamma ) } , \qquad m _ { \mathrm { f , a d j o i n t } } = \frac { 1 } { k } t ^ { - ( 1 + \gamma ) } .",15b06364e6.png
"\partial _ { \Lambda _ { 0 } } \partial _ { \Lambda } C ^ { \Lambda , \Lambda _ { 0 } } ( k ) \, = \, 0 ,",6ce106d195.png
"\sum _ { p = 1 } ^ { N } p ^ { 2 k - 1 } = { \frac { B _ { 2 k } ( N + 1 ) - B _ { 2 k } } { 2 k } } \ ,",7fb7c1ec38.png
"\zeta _ { 0 } ^ { H ^ { ( 1 ) } } ( \delta \phi ) = \zeta _ { 0 } ^ { { \cal H } ^ { ( 1 ) } } ( \delta \phi ) - \zeta _ { 0 } ^ { \tilde { H } ^ { ( 1 ) } } ( \delta \phi ) \, .",1084fb993c.png
\left( \frac { \hat { p } ^ { i } \sigma ^ { i } } { \hat { \omega } } + \alpha \right) ( \Lambda f ^ { 1 * } ) = 0,41ef53ad1f.png
\gamma _ { 5 } D + D \gamma _ { 5 } = a D \gamma _ { 5 } D g ( \gamma _ { 5 } D ),76a24c7c14.png
"C _ { 2 } ^ { 1 , 3 } : 2 [ j _ { 1 } ( j _ { 1 } + 1 ) + j _ { 2 } ( j _ { 2 } + 1 ) ] = 2 ( j _ { 1 } + j _ { 2 } + 1 ) ( j _ { 1 } + j _ { 2 } ) - 4 j _ { 1 } j _ { 2 } ,",134669ec3f.png
\frac { 2 } { i } \frac { \delta ^ { 2 } a _ { D t } } { \delta \phi _ { i } \delta \phi _ { j } } = \frac { - \operatorname { s i n } ( \widehat { \theta } _ { t } ) } { ( \operatorname { c o s } [ \widehat { \theta } _ { t } ] - \operatorname { c o s } [ \theta _ { i } ] ) ( \operatorname { c o s } [ \widehat { \theta } _ { t } ] - \operatorname { c o s } [ \theta _ { j } ] ) } \left( \frac { 1 } { 2 N ^ { 3 } } + \frac { \delta _ { i j } } { N } \right),4b1aea39d0.png
"[ H , \, \Sigma ^ { i } ] = - \gamma ^ { 0 } { \cal D } _ { i } \, , \quad [ H , \, { \cal D } _ { i } ] = 2 M \gamma ^ { 0 } { \cal D } _ { i } \, .",3c9209cda6.png
\delta _ { \epsilon ^ { - } } T _ { z z } = - \partial _ { z } ^ { 3 } \epsilon ^ { - } - 2 \partial _ { z } \epsilon ^ { - } T _ { z z } - \epsilon ^ { - } \partial _ { z } T _ { z z },5d00770f2a.png
e _ { m } ^ { \ a } e _ { n } ^ { \ b } = Q _ { m n } e _ { n } ^ { \ b } e _ { m } ^ { \ a },7a92b079d2.png
\frac { 1 } { g ^ { 2 } } = T _ { D 0 } .,39cc533127.png
c \vert 0 > = \lambda \vert 0 > \hspace { 1 c m } e \vert 0 > = \mu \vert 0 > \hspace { 1 c m } g \vert 0 > = \nu \vert 0 >,4a69d29889.png
"D _ { \mu \nu } ( k ) = \frac { - i } { k ^ { 2 } - \theta _ { i n } ^ { 2 } } \left( P _ { \mu \nu } \, \, - \, \, i \theta _ { i n } \epsilon _ { \mu \nu \rho } \frac { k ^ { \rho } } { k ^ { 2 } } \right) - i \lambda \frac { k _ { \mu } k _ { \nu } } { k ^ { 4 } } f ( k ^ { 2 } ) ,",6377003260.png
"\tilde { W } [ \eta | t ] = \int _ { \eta _ { 0 } } ^ { \eta ( t ) } \delta \eta ^ { ' \nu } ( t ) \tilde { E } _ { \nu } [ \eta ^ { \prime } | t ] ,",20bbf9ed1c.png
"\tilde { g } _ { b } \left( a \right) \equiv \left[ \lambda \left( b \right) \right] ^ { - 1 } g _ { b } \left( a \right) ,",641bff174f.png
\sum _ { \{ \nu \} } \prod _ { a = 1 } ^ { n - 1 } \prod _ { j = 1 } ^ { l _ { * } } \biggl ( \begin{array} { c } { s _ { j } ^ { ( a ) } + h _ { j } ^ { ( a ) } } \\ { s _ { j } ^ { ( a ) } } \\ \end{array} \biggr ) .,7209ab9e9f.png
^ { ( D ) } R _ { \mu \nu } = ^ { ( p + 1 ) } R _ { \mu \nu } - { \frac { g _ { \mu \nu } } { p + 1 } } { \frac { 1 } { W ^ { p - 1 } } } \nabla ^ { 2 } ( W ^ { p + 1 } ),7c93317244.png
"\left\{ \begin{array} { l l l } { \alpha } & { = } & { \displaystyle - { \frac { { \cal D } - 2 } { 2 } } , } \\ { \xi } & { = } & { \displaystyle { \frac { { \cal D } - 2 } { 4 ( { \cal D } - 1 ) } } \equiv \xi _ { c } . } \\ \end{array} \right.",32655a8f23.png
^ 4 S = \int d ^ { 4 } x { \mid g \mid } ^ { \frac { 1 } { 2 } } \{ - R + T r [ \frac { 1 } { 2 } ( ( J ^ { p } ) ^ { 2 } + ( J ^ { q } ) ^ { 2 } ) - p F F ^ { T } - q \tilde { F } F ^ { T } ] \} .,1afd9d0285.png
J _ { \lambda / \nu } ( 1 ; \beta ) = \prod _ { s \in C _ { \lambda / \nu } } \left( \frac { \beta l ( s ) + a ( s ) + 1 } { \beta ( l ( s ) + 1 ) + a ( s ) } \right) _ { \lambda } \left( \frac { \beta ( l ( s ) + 1 ) + a ( s ) } { \beta l ( s ) + a ( s ) + 1 } \right) _ { \nu } .,17c822d237.png
"\nabla _ { k } ( A ) \equiv \partial _ { k } + i g [ A _ { k } ( x ) , \; \; ]",29c1845d6a.png
"{ \cal L } = \frac { 1 } { e } \dot { X } _ { \mu } ^ { 2 } - \frac { k } { e ^ { 2 } } \dot { X } _ { \mu } \ddot { X } _ { \nu } \theta ^ { \mu \nu } ,",2faf5938ad.png
